date,nav,fund,proj_id
2021-04-27,12.3973,K-GINCOME,M0217_2558
2021-04-28,12.4084,K-GINCOME,M0217_2558
2021-04-29,12.4277,K-GINCOME,M0217_2558
2021-04-30,12.4063,K-GINCOME,M0217_2558
2021-05-05,12.4136,K-GINCOME,M0217_2558
2021-05-06,12.4347,K-GINCOME,M0217_2558
2021-05-07,12.4958,K-GINCOME,M0217_2558
2021-05-10,12.5417,K-GINCOME,M0217_2558
2021-05-11,12.4314,K-GINCOME,M0217_2558
2021-05-12,12.4084,K-GINCOME,M0217_2558
2021-05-14,12.4375,K-GINCOME,M0217_2558
