date,nav,fund,proj_id
2024-09-25,12.7709,K-GTECH,M0767_2565
2024-09-26,12.9488,K-GTECH,M0767_2565
2024-09-27,12.9054,K-GTECH,M0767_2565
2024-09-30,12.9014,K-GTECH,M0767_2565
2024-10-01,12.7225,K-GTECH,M0767_2565
2024-10-02,12.7864,K-GTECH,M0767_2565
2024-10-03,12.8029,K-GTECH,M0767_2565
2024-10-04,12.9334,K-GTECH,M0767_2565
2024-10-07,12.8574,K-GTECH,M0767_2565
2024-10-08,12.9901,K-GTECH,M0767_2565
2024-10-09,13.0844,K-GTECH,M0767_2565
2024-10-10,13.0617,K-GTECH,M0767_2565
2024-10-11,13.1383,K-GTECH,M0767_2565
2024-10-15,13.0687,K-GTECH,M0767_2565
2024-10-16,13.0858,K-GTECH,M0767_2565
2024-10-17,13.0828,K-GTECH,M0767_2565
2024-10-18,13.0821,K-GTECH,M0767_2565
2024-10-21,13.0669,K-GTECH,M0767_2565
2024-10-22,13.0496,K-GTECH,M0767_2565
2024-10-24,12.9332,K-GTECH,M0767_2565
2024-10-25,12.9979,K-GTECH,M0767_2565
2024-10-28,13.0272,K-GTECH,M0767_2565
2024-10-29,13.1994,K-GTECH,M0767_2565
2024-10-30,13.1315,K-GTECH,M0767_2565
2024-10-31,12.8254,K-GTECH,M0767_2565
2024-11-04,12.8971,K-GTECH,M0767_2565
2024-11-05,13.0676,K-GTECH,M0767_2565
2024-11-06,13.4541,K-GTECH,M0767_2565
2024-11-07,13.6314,K-GTECH,M0767_2565
2024-11-08,13.6166,K-GTECH,M0767_2565
2024-11-12,13.6432,K-GTECH,M0767_2565
2024-11-13,13.5566,K-GTECH,M0767_2565
2024-11-14,13.4786,K-GTECH,M0767_2565
2024-11-15,13.3601,K-GTECH,M0767_2565
2024-11-18,13.4429,K-GTECH,M0767_2565
2024-11-19,13.5387,K-GTECH,M0767_2565
2024-11-20,13.5704,K-GTECH,M0767_2565
2024-11-21,13.6758,K-GTECH,M0767_2565
2024-11-22,13.7467,K-GTECH,M0767_2565
2024-11-25,13.8767,K-GTECH,M0767_2565
2024-11-26,13.9536,K-GTECH,M0767_2565
2024-11-27,13.806,K-GTECH,M0767_2565
2024-11-29,13.9071,K-GTECH,M0767_2565
2024-12-02,14.0795,K-GTECH,M0767_2565
2024-12-03,14.0909,K-GTECH,M0767_2565
2024-12-04,14.3208,K-GTECH,M0767_2565
2024-12-06,14.316,K-GTECH,M0767_2565
2024-12-09,14.2099,K-GTECH,M0767_2565
2024-12-11,14.2262,K-GTECH,M0767_2565
2024-12-12,14.1462,K-GTECH,M0767_2565
2024-12-13,14.2937,K-GTECH,M0767_2565
2024-12-16,14.5266,K-GTECH,M0767_2565
2024-12-17,14.3787,K-GTECH,M0767_2565
2024-12-18,13.8909,K-GTECH,M0767_2565
2024-12-19,13.8415,K-GTECH,M0767_2565
2024-12-20,14.0193,K-GTECH,M0767_2565
2024-12-23,14.1457,K-GTECH,M0767_2565
2024-12-27,14.0774,K-GTECH,M0767_2565
2024-12-30,13.9004,K-GTECH,M0767_2565
2025-01-02,13.9004,K-GTECH,M0767_2565
2025-01-03,14.1228,K-GTECH,M0767_2565
2025-01-06,14.3738,K-GTECH,M0767_2565
2025-01-07,14.1443,K-GTECH,M0767_2565
2025-01-08,14.1306,K-GTECH,M0767_2565
2025-01-10,13.8206,K-GTECH,M0767_2565
2025-01-13,13.7589,K-GTECH,M0767_2565
2025-01-14,13.7654,K-GTECH,M0767_2565
2025-01-15,14.0366,K-GTECH,M0767_2565
2025-01-16,14.0587,K-GTECH,M0767_2565
2025-01-17,14.2423,K-GTECH,M0767_2565
2025-01-21,14.3992,K-GTECH,M0767_2565
2025-01-22,14.5412,K-GTECH,M0767_2565
2025-01-23,14.6229,K-GTECH,M0767_2565
2025-01-24,14.5946,K-GTECH,M0767_2565
2025-01-27,13.8311,K-GTECH,M0767_2565
2025-01-28,14.0092,K-GTECH,M0767_2565
2025-01-29,14.0259,K-GTECH,M0767_2565
2025-01-30,14.186,K-GTECH,M0767_2565
2025-01-31,14.1752,K-GTECH,M0767_2565
2025-02-04,14.0708,K-GTECH,M0767_2565
2025-02-05,14.197,K-GTECH,M0767_2565
2025-02-06,14.262,K-GTECH,M0767_2565
2025-02-07,14.1362,K-GTECH,M0767_2565
2025-02-10,14.2682,K-GTECH,M0767_2565
2025-02-11,14.1738,K-GTECH,M0767_2565
2025-02-13,14.2677,K-GTECH,M0767_2565
2025-02-14,14.2427,K-GTECH,M0767_2565
2025-02-18,14.3669,K-GTECH,M0767_2565
2025-02-19,14.4192,K-GTECH,M0767_2565
2025-02-20,14.3675,K-GTECH,M0767_2565
2025-02-21,13.952,K-GTECH,M0767_2565
2025-02-24,13.7383,K-GTECH,M0767_2565
2025-02-25,13.5472,K-GTECH,M0767_2565
2025-02-26,13.6632,K-GTECH,M0767_2565
2025-02-27,13.2186,K-GTECH,M0767_2565
2025-02-28,13.3466,K-GTECH,M0767_2565
2025-03-03,12.9729,K-GTECH,M0767_2565
2025-03-04,12.895,K-GTECH,M0767_2565
2025-03-05,13.1085,K-GTECH,M0767_2565
2025-03-06,12.7244,K-GTECH,M0767_2565
2025-03-07,12.9255,K-GTECH,M0767_2565
2025-03-10,12.4292,K-GTECH,M0767_2565
2025-03-11,12.3723,K-GTECH,M0767_2565
2025-03-12,12.5117,K-GTECH,M0767_2565
2025-03-13,12.268,K-GTECH,M0767_2565
2025-03-14,12.6052,K-GTECH,M0767_2565
2025-03-17,12.6965,K-GTECH,M0767_2565
2025-03-18,12.5296,K-GTECH,M0767_2565
2025-03-19,12.703,K-GTECH,M0767_2565
2025-03-20,12.659,K-GTECH,M0767_2565
2025-03-21,12.609,K-GTECH,M0767_2565
2025-03-24,12.818,K-GTECH,M0767_2565
2025-03-25,12.8363,K-GTECH,M0767_2565
2025-03-26,12.5657,K-GTECH,M0767_2565
2025-03-27,12.4091,K-GTECH,M0767_2565
2025-03-31,11.9862,K-GTECH,M0767_2565
2025-04-01,12.1369,K-GTECH,M0767_2565
2025-04-02,12.2421,K-GTECH,M0767_2565
2025-04-03,11.3401,K-GTECH,M0767_2565
2025-04-04,10.5702,K-GTECH,M0767_2565
2025-04-08,10.4309,K-GTECH,M0767_2565
2025-04-09,11.6948,K-GTECH,M0767_2565
2025-04-10,11.0585,K-GTECH,M0767_2565
2025-04-11,11.2512,K-GTECH,M0767_2565
2025-04-16,11.0433,K-GTECH,M0767_2565
2025-04-17,10.9362,K-GTECH,M0767_2565
2025-04-22,10.9007,K-GTECH,M0767_2565
2025-04-23,11.1952,K-GTECH,M0767_2565
2025-04-24,11.5929,K-GTECH,M0767_2565
2025-04-25,11.7533,K-GTECH,M0767_2565
2025-04-28,11.7532,K-GTECH,M0767_2565
2025-04-29,11.7649,K-GTECH,M0767_2565
2025-04-30,11.768,K-GTECH,M0767_2565
2025-05-02,12.0366,K-GTECH,M0767_2565
2025-05-06,11.9161,K-GTECH,M0767_2565
2025-05-07,11.9804,K-GTECH,M0767_2565
2025-05-08,12.0957,K-GTECH,M0767_2565
2025-05-13,12.9689,K-GTECH,M0767_2565
2025-05-14,13.0514,K-GTECH,M0767_2565
2025-05-15,13.0031,K-GTECH,M0767_2565
2025-05-19,12.9269,K-GTECH,M0767_2565
2025-05-20,12.9021,K-GTECH,M0767_2565
2025-05-21,12.6638,K-GTECH,M0767_2565
2025-05-22,12.6844,K-GTECH,M0767_2565
2025-05-23,12.5756,K-GTECH,M0767_2565
2025-05-27,12.8368,K-GTECH,M0767_2565
2025-05-28,12.7808,K-GTECH,M0767_2565
2025-05-30,12.7022,K-GTECH,M0767_2565
2025-06-04,13.125,K-GTECH,M0767_2565
2025-06-05,13.1268,K-GTECH,M0767_2565
2025-06-06,13.2714,K-GTECH,M0767_2565
2025-06-10,13.4462,K-GTECH,M0767_2565
2025-06-11,13.4003,K-GTECH,M0767_2565
2025-06-12,13.4527,K-GTECH,M0767_2565
2025-06-13,13.2075,K-GTECH,M0767_2565
2025-06-16,13.471,K-GTECH,M0767_2565
2025-06-17,13.3496,K-GTECH,M0767_2565
2025-06-18,13.3493,K-GTECH,M0767_2565
2025-06-20,13.2703,K-GTECH,M0767_2565
2025-06-24,13.6734,K-GTECH,M0767_2565
2025-06-25,13.6614,K-GTECH,M0767_2565
2025-06-26,13.7595,K-GTECH,M0767_2565
2025-06-27,13.7995,K-GTECH,M0767_2565
2025-06-30,13.9318,K-GTECH,M0767_2565
2025-07-01,13.847,K-GTECH,M0767_2565
2025-07-02,14.0081,K-GTECH,M0767_2565
2025-07-03,14.1948,K-GTECH,M0767_2565
2025-07-07,14.0562,K-GTECH,M0767_2565
2025-07-08,14.127,K-GTECH,M0767_2565
2025-07-09,14.3461,K-GTECH,M0767_2565
2025-07-11,14.1288,K-GTECH,M0767_2565
2025-07-14,14.1329,K-GTECH,M0767_2565
2025-07-15,14.1366,K-GTECH,M0767_2565
2025-07-16,14.15,K-GTECH,M0767_2565
2025-07-17,14.2708,K-GTECH,M0767_2565
2025-07-18,14.3094,K-GTECH,M0767_2565
2025-07-21,14.3859,K-GTECH,M0767_2565
2025-07-22,14.3165,K-GTECH,M0767_2565
2025-07-23,14.3916,K-GTECH,M0767_2565
2025-07-24,14.5515,K-GTECH,M0767_2565
2025-07-25,14.5971,K-GTECH,M0767_2565
2025-07-29,14.6673,K-GTECH,M0767_2565
2025-07-30,14.7654,K-GTECH,M0767_2565
2025-07-31,14.6761,K-GTECH,M0767_2565
2025-08-01,14.3725,K-GTECH,M0767_2565
2025-08-04,14.556,K-GTECH,M0767_2565
2025-08-05,14.4538,K-GTECH,M0767_2565
2025-08-06,14.6479,K-GTECH,M0767_2565
2025-08-07,14.6063,K-GTECH,M0767_2565
2025-08-08,14.6981,K-GTECH,M0767_2565
2025-08-13,15.2006,K-GTECH,M0767_2565
2025-08-14,15.1795,K-GTECH,M0767_2565
2025-08-18,15.0735,K-GTECH,M0767_2565
2025-08-19,14.8312,K-GTECH,M0767_2565
2025-08-20,14.77,K-GTECH,M0767_2565
2025-08-21,14.732,K-GTECH,M0767_2565
2025-08-22,15.1234,K-GTECH,M0767_2565
2025-08-25,15.1195,K-GTECH,M0767_2565
2025-08-26,15.1798,K-GTECH,M0767_2565
2025-08-27,15.2565,K-GTECH,M0767_2565
2025-08-28,15.458,K-GTECH,M0767_2565
2025-08-29,15.1829,K-GTECH,M0767_2565
2025-09-02,15.0231,K-GTECH,M0767_2565
2025-09-03,15.1733,K-GTECH,M0767_2565
2025-09-04,15.3522,K-GTECH,M0767_2565
2025-09-05,15.5375,K-GTECH,M0767_2565
2025-09-08,15.5623,K-GTECH,M0767_2565
2025-09-09,15.6186,K-GTECH,M0767_2565
2025-09-10,15.9052,K-GTECH,M0767_2565
2025-09-11,16.1031,K-GTECH,M0767_2565
2025-09-12,16.0299,K-GTECH,M0767_2565
2025-09-15,16.2049,K-GTECH,M0767_2565
2025-09-16,16.3195,K-GTECH,M0767_2565
2025-09-17,16.4376,K-GTECH,M0767_2565
2025-09-18,16.6825,K-GTECH,M0767_2565
2025-09-22,17.0613,K-GTECH,M0767_2565
2025-09-23,16.7542,K-GTECH,M0767_2565
2025-09-24,16.5391,K-GTECH,M0767_2565
2025-09-25,16.4485,K-GTECH,M0767_2565
2025-09-26,16.5061,K-GTECH,M0767_2565
2025-09-29,16.6258,K-GTECH,M0767_2565
2025-09-30,16.8293,K-GTECH,M0767_2565
2025-10-01,17.0622,K-GTECH,M0767_2565
2025-10-02,17.151,K-GTECH,M0767_2565
2025-10-03,17.161,K-GTECH,M0767_2565
2025-10-06,17.2037,K-GTECH,M0767_2565
2025-10-07,16.9074,K-GTECH,M0767_2565
2025-10-08,17.149,K-GTECH,M0767_2565
2025-10-09,17.0726,K-GTECH,M0767_2565
2025-10-10,16.4539,K-GTECH,M0767_2565
2025-10-14,17.2132,K-GTECH,M0767_2565
2025-10-15,17.4591,K-GTECH,M0767_2565
2025-10-16,17.4078,K-GTECH,M0767_2565
2025-10-17,17.322,K-GTECH,M0767_2565
2025-10-20,17.4463,K-GTECH,M0767_2565
2025-10-21,17.4034,K-GTECH,M0767_2565
2025-10-22,17.0674,K-GTECH,M0767_2565
2025-10-24,17.678,K-GTECH,M0767_2565
2025-10-27,17.8995,K-GTECH,M0767_2565
2025-10-28,17.965,K-GTECH,M0767_2565
2025-10-29,18.3691,K-GTECH,M0767_2565
2025-10-30,18.1421,K-GTECH,M0767_2565
2025-10-31,18.3083,K-GTECH,M0767_2565
2025-11-03,18.4843,K-GTECH,M0767_2565
2025-11-04,17.8924,K-GTECH,M0767_2565
2025-11-05,18.2687,K-GTECH,M0767_2565
2025-11-06,18.0084,K-GTECH,M0767_2565
2025-11-07,17.8797,K-GTECH,M0767_2565
2025-11-10,18.3028,K-GTECH,M0767_2565
2025-11-12,17.9818,K-GTECH,M0767_2565
2025-11-13,17.2298,K-GTECH,M0767_2565
2025-11-14,17.2853,K-GTECH,M0767_2565
2025-11-17,17.0277,K-GTECH,M0767_2565
2025-11-18,16.7617,K-GTECH,M0767_2565
2025-11-19,16.9649,K-GTECH,M0767_2565
2025-11-20,16.2799,K-GTECH,M0767_2565
2025-11-21,16.3898,K-GTECH,M0767_2565
2025-11-24,16.9264,K-GTECH,M0767_2565
2025-11-25,17.0672,K-GTECH,M0767_2565
2025-11-26,17.3417,K-GTECH,M0767_2565
2025-11-28,17.5852,K-GTECH,M0767_2565
2025-12-01,17.3833,K-GTECH,M0767_2565
2025-12-02,17.6227,K-GTECH,M0767_2565
2025-12-03,17.7663,K-GTECH,M0767_2565
2025-12-04,18.0487,K-GTECH,M0767_2565
2025-12-08,18.0908,K-GTECH,M0767_2565
2025-12-09,18.111,K-GTECH,M0767_2565
2025-12-11,18.1891,K-GTECH,M0767_2565
2025-12-12,17.521,K-GTECH,M0767_2565
2025-12-15,17.3098,K-GTECH,M0767_2565
2025-12-16,17.2758,K-GTECH,M0767_2565
2025-12-17,16.8084,K-GTECH,M0767_2565
2025-12-18,17.1087,K-GTECH,M0767_2565
2025-12-19,17.4656,K-GTECH,M0767_2565
2025-12-22,17.627,K-GTECH,M0767_2565
2025-12-23,17.6707,K-GTECH,M0767_2565
2025-12-29,17.6319,K-GTECH,M0767_2565
2025-12-30,17.5747,K-GTECH,M0767_2565
2026-01-05,18.0328,K-GTECH,M0767_2565
2026-01-06,18.3716,K-GTECH,M0767_2565
2026-01-07,18.2971,K-GTECH,M0767_2565
2026-01-08,18.2449,K-GTECH,M0767_2565
2026-01-09,18.707,K-GTECH,M0767_2565
2026-01-12,18.8441,K-GTECH,M0767_2565
2026-01-13,18.7921,K-GTECH,M0767_2565
2026-01-14,18.531,K-GTECH,M0767_2565
2026-01-15,18.7053,K-GTECH,M0767_2565
2026-01-16,18.8021,K-GTECH,M0767_2565
2026-01-20,18.4213,K-GTECH,M0767_2565
2026-01-21,18.6885,K-GTECH,M0767_2565
2026-01-22,18.7396,K-GTECH,M0767_2565
2026-01-23,18.6432,K-GTECH,M0767_2565
2026-01-26,18.7343,K-GTECH,M0767_2565
2026-01-27,19.0777,K-GTECH,M0767_2565
2026-01-28,19.403,K-GTECH,M0767_2565
2026-01-29,19.2036,K-GTECH,M0767_2565
2026-01-30,18.7412,K-GTECH,M0767_2565
2026-02-02,18.9717,K-GTECH,M0767_2565
2026-02-03,18.8059,K-GTECH,M0767_2565
2026-02-04,18.243,K-GTECH,M0767_2565
2026-02-05,18.0056,K-GTECH,M0767_2565
2026-02-06,18.7218,K-GTECH,M0767_2565
2026-02-09,19.0489,K-GTECH,M0767_2565
2026-02-10,18.8552,K-GTECH,M0767_2565
2026-02-11,18.9638,K-GTECH,M0767_2565
2026-02-12,18.4203,K-GTECH,M0767_2565
2026-02-13,18.5129,K-GTECH,M0767_2565
2021-02-01,10.8265,K-INDIA,M0059_2554
2021-02-02,11.0338,K-INDIA,M0059_2554
2021-02-03,11.0909,K-INDIA,M0059_2554
2021-02-04,11.175,K-INDIA,M0059_2554
2021-02-05,11.1454,K-INDIA,M0059_2554
2021-02-08,11.3025,K-INDIA,M0059_2554
2021-02-09,11.3159,K-INDIA,M0059_2554
2021-02-10,11.3251,K-INDIA,M0059_2554
2021-02-11,11.3732,K-INDIA,M0059_2554
2021-02-16,11.5199,K-INDIA,M0059_2554
2021-02-17,11.4553,K-INDIA,M0059_2554
2021-02-18,11.41,K-INDIA,M0059_2554
2021-02-19,11.2843,K-INDIA,M0059_2554
2021-02-22,11.1067,K-INDIA,M0059_2554
2021-02-23,11.1818,K-INDIA,M0059_2554
2021-02-24,11.4074,K-INDIA,M0059_2554
2021-02-25,11.4392,K-INDIA,M0059_2554
2021-03-01,11.0918,K-INDIA,M0059_2554
2021-03-02,11.2244,K-INDIA,M0059_2554
2021-03-03,11.5263,K-INDIA,M0059_2554
2021-03-04,11.4093,K-INDIA,M0059_2554
2021-03-05,11.2698,K-INDIA,M0059_2554
2021-03-08,11.2617,K-INDIA,M0059_2554
2021-03-09,11.3923,K-INDIA,M0059_2554
2021-03-10,11.465,K-INDIA,M0059_2554
2021-03-11,11.4731,K-INDIA,M0059_2554
2021-03-12,11.3463,K-INDIA,M0059_2554
2021-03-15,11.3483,K-INDIA,M0059_2554
2021-03-16,11.3372,K-INDIA,M0059_2554
2021-03-17,11.1672,K-INDIA,M0059_2554
2021-03-18,11.0489,K-INDIA,M0059_2554
2021-03-19,11.1879,K-INDIA,M0059_2554
2021-03-22,11.207,K-INDIA,M0059_2554
2021-03-23,11.2897,K-INDIA,M0059_2554
2021-03-24,11.0643,K-INDIA,M0059_2554
2021-03-25,10.8977,K-INDIA,M0059_2554
2021-03-26,11.0952,K-INDIA,M0059_2554
2021-03-29,11.1016,K-INDIA,M0059_2554
2021-03-30,11.1682,K-INDIA,M0059_2554
2021-03-31,11.0874,K-INDIA,M0059_2554
2021-04-01,11.2471,K-INDIA,M0059_2554
2021-04-07,10.9852,K-INDIA,M0059_2554
2021-04-08,11.0424,K-INDIA,M0059_2554
2021-04-09,10.9557,K-INDIA,M0059_2554
2021-04-12,10.4531,K-INDIA,M0059_2554
2021-04-16,10.7618,K-INDIA,M0059_2554
2021-04-19,10.4728,K-INDIA,M0059_2554
2021-04-20,10.4837,K-INDIA,M0059_2554
2021-04-21,10.4623,K-INDIA,M0059_2554
2021-04-22,10.5306,K-INDIA,M0059_2554
2021-04-23,10.4846,K-INDIA,M0059_2554
2021-04-26,10.6664,K-INDIA,M0059_2554
2021-04-27,10.7813,K-INDIA,M0059_2554
2021-04-28,10.9577,K-INDIA,M0059_2554
2021-04-29,10.9892,K-INDIA,M0059_2554
2021-04-30,10.5889,K-INDIA,M0059_2554
2021-05-05,10.6135,K-INDIA,M0059_2554
2021-05-06,10.7254,K-INDIA,M0059_2554
2021-05-07,10.8107,K-INDIA,M0059_2554
2021-05-10,10.8762,K-INDIA,M0059_2554
2021-05-11,10.8137,K-INDIA,M0059_2554
2021-05-12,10.6609,K-INDIA,M0059_2554
2021-05-14,10.6501,K-INDIA,M0059_2554
2021-05-17,10.8607,K-INDIA,M0059_2554
2021-05-18,11.0147,K-INDIA,M0059_2554
2021-05-19,10.9252,K-INDIA,M0059_2554
2021-05-20,10.8727,K-INDIA,M0059_2554
2021-05-21,11.1105,K-INDIA,M0059_2554
2021-05-25,11.148,K-INDIA,M0059_2554
2021-05-27,11.2741,K-INDIA,M0059_2554
2021-05-28,11.3367,K-INDIA,M0059_2554
2021-06-01,11.333,K-INDIA,M0059_2554
2021-06-02,11.3193,K-INDIA,M0059_2554
2021-06-04,11.4239,K-INDIA,M0059_2554
2021-06-07,11.5423,K-INDIA,M0059_2554
2021-06-08,11.5385,K-INDIA,M0059_2554
2021-06-09,11.439,K-INDIA,M0059_2554
2021-06-10,11.5532,K-INDIA,M0059_2554
2021-06-11,11.5552,K-INDIA,M0059_2554
2021-06-14,11.5128,K-INDIA,M0059_2554
2021-06-15,11.5416,K-INDIA,M0059_2554
2021-06-16,11.4907,K-INDIA,M0059_2554
2021-06-17,11.3342,K-INDIA,M0059_2554
2021-06-18,11.3678,K-INDIA,M0059_2554
2021-06-21,11.3806,K-INDIA,M0059_2554
2021-06-22,11.3696,K-INDIA,M0059_2554
2021-06-24,11.4299,K-INDIA,M0059_2554
2021-06-25,11.5055,K-INDIA,M0059_2554
2021-06-28,11.4608,K-INDIA,M0059_2554
2021-06-29,11.4006,K-INDIA,M0059_2554
2021-06-30,11.3688,K-INDIA,M0059_2554
2021-07-01,11.3021,K-INDIA,M0059_2554
2021-07-02,11.3277,K-INDIA,M0059_2554
2021-07-06,11.4114,K-INDIA,M0059_2554
2021-07-07,11.4423,K-INDIA,M0059_2554
2021-07-08,11.3336,K-INDIA,M0059_2554
2021-07-09,11.3471,K-INDIA,M0059_2554
2021-07-12,11.3997,K-INDIA,M0059_2554
2021-07-13,11.4647,K-INDIA,M0059_2554
2021-07-14,11.4681,K-INDIA,M0059_2554
2021-07-15,11.5539,K-INDIA,M0059_2554
2021-07-16,11.5316,K-INDIA,M0059_2554
2021-07-19,11.4897,K-INDIA,M0059_2554
2021-07-20,11.4376,K-INDIA,M0059_2554
2021-07-21,11.4492,K-INDIA,M0059_2554
2021-07-22,11.6508,K-INDIA,M0059_2554
2021-07-23,11.7313,K-INDIA,M0059_2554
2021-07-27,11.6973,K-INDIA,M0059_2554
2021-07-29,11.7564,K-INDIA,M0059_2554
2021-07-30,11.751,K-INDIA,M0059_2554
2021-08-02,11.6989,K-INDIA,M0059_2554
2021-08-03,11.8679,K-INDIA,M0059_2554
2021-08-04,11.9313,K-INDIA,M0059_2554
2021-08-05,11.8742,K-INDIA,M0059_2554
2021-08-06,11.8549,K-INDIA,M0059_2554
2021-08-09,11.8377,K-INDIA,M0059_2554
2021-08-10,11.8003,K-INDIA,M0059_2554
2021-08-11,11.8056,K-INDIA,M0059_2554
2021-08-13,12.033,K-INDIA,M0059_2554
2021-08-16,12.0099,K-INDIA,M0059_2554
2021-08-17,12.0357,K-INDIA,M0059_2554
2021-08-18,12.053,K-INDIA,M0059_2554
2021-08-19,12.058,K-INDIA,M0059_2554
2021-08-20,11.9266,K-INDIA,M0059_2554
2021-08-23,11.9836,K-INDIA,M0059_2554
2021-08-24,12.0257,K-INDIA,M0059_2554
2021-08-25,11.984,K-INDIA,M0059_2554
2021-08-26,12.0049,K-INDIA,M0059_2554
2021-08-27,12.1547,K-INDIA,M0059_2554
2021-08-30,12.382,K-INDIA,M0059_2554
2021-08-31,12.5307,K-INDIA,M0059_2554
2021-09-01,12.5037,K-INDIA,M0059_2554
2021-09-02,12.6561,K-INDIA,M0059_2554
2021-09-03,12.7398,K-INDIA,M0059_2554
2021-09-07,12.6569,K-INDIA,M0059_2554
2021-09-08,12.6455,K-INDIA,M0059_2554
2021-09-09,12.6778,K-INDIA,M0059_2554
2021-09-10,12.6955,K-INDIA,M0059_2554
2021-09-13,12.6246,K-INDIA,M0059_2554
2021-09-14,12.7701,K-INDIA,M0059_2554
2021-09-15,12.8733,K-INDIA,M0059_2554
2021-09-16,12.9101,K-INDIA,M0059_2554
2021-09-17,12.8779,K-INDIA,M0059_2554
2021-09-20,12.7185,K-INDIA,M0059_2554
2021-09-21,12.8908,K-INDIA,M0059_2554
2021-09-22,13.0847,K-INDIA,M0059_2554
2021-09-23,13.3076,K-INDIA,M0059_2554
2021-09-27,13.2679,K-INDIA,M0059_2554
2021-09-28,13.0752,K-INDIA,M0059_2554
2021-09-29,13.0406,K-INDIA,M0059_2554
2021-09-30,13.0363,K-INDIA,M0059_2554
2021-10-01,12.9732,K-INDIA,M0059_2554
2021-10-04,13.0792,K-INDIA,M0059_2554
2021-10-05,13.1054,K-INDIA,M0059_2554
2021-10-06,12.8596,K-INDIA,M0059_2554
2021-10-07,13.0446,K-INDIA,M0059_2554
2021-10-08,13.0518,K-INDIA,M0059_2554
2021-10-12,12.9576,K-INDIA,M0059_2554
2021-10-14,13.1355,K-INDIA,M0059_2554
2021-10-15,13.1298,K-INDIA,M0059_2554
2021-10-18,13.2159,K-INDIA,M0059_2554
2021-10-19,13.1298,K-INDIA,M0059_2554
2021-10-20,13.123,K-INDIA,M0059_2554
2021-10-21,13.0614,K-INDIA,M0059_2554
2021-10-25,12.9962,K-INDIA,M0059_2554
2021-10-26,13.1824,K-INDIA,M0059_2554
2021-10-27,13.115,K-INDIA,M0059_2554
2021-10-28,12.8968,K-INDIA,M0059_2554
2021-10-29,12.7938,K-INDIA,M0059_2554
2021-11-02,12.8475,K-INDIA,M0059_2554
2021-11-08,13.0692,K-INDIA,M0059_2554
2021-11-09,13.0847,K-INDIA,M0059_2554
2021-11-10,13.034,K-INDIA,M0059_2554
2021-11-12,13.1258,K-INDIA,M0059_2554
2021-11-15,13.1007,K-INDIA,M0059_2554
2021-11-16,13.085,K-INDIA,M0059_2554
2021-11-17,13.0146,K-INDIA,M0059_2554
2021-11-18,12.8506,K-INDIA,M0059_2554
2021-11-19,12.8816,K-INDIA,M0059_2554
2021-11-22,12.5478,K-INDIA,M0059_2554
2021-11-23,12.7097,K-INDIA,M0059_2554
2021-11-24,12.7138,K-INDIA,M0059_2554
2021-11-26,12.3449,K-INDIA,M0059_2554
2021-11-29,12.3113,K-INDIA,M0059_2554
2021-11-30,12.3015,K-INDIA,M0059_2554
2021-12-01,12.5106,K-INDIA,M0059_2554
2021-12-02,12.5862,K-INDIA,M0059_2554
2021-12-03,12.4554,K-INDIA,M0059_2554
2021-12-07,12.4189,K-INDIA,M0059_2554
2021-12-08,12.5508,K-INDIA,M0059_2554
2021-12-09,12.559,K-INDIA,M0059_2554
2021-12-13,12.4617,K-INDIA,M0059_2554
2021-12-14,12.4401,K-INDIA,M0059_2554
2021-12-15,12.3042,K-INDIA,M0059_2554
2021-12-16,12.3682,K-INDIA,M0059_2554
2021-12-17,12.1375,K-INDIA,M0059_2554
2021-12-20,11.8866,K-INDIA,M0059_2554
2021-12-21,12.1015,K-INDIA,M0059_2554
2021-12-22,12.2418,K-INDIA,M0059_2554
2021-12-23,12.3675,K-INDIA,M0059_2554
2021-12-27,12.3715,K-INDIA,M0059_2554
2021-12-28,12.5155,K-INDIA,M0059_2554
2021-12-29,12.4687,K-INDIA,M0059_2554
2021-12-30,12.5093,K-INDIA,M0059_2554
2022-01-04,12.8466,K-INDIA,M0059_2554
2022-01-05,12.8836,K-INDIA,M0059_2554
2022-01-06,12.736,K-INDIA,M0059_2554
2022-01-07,12.8415,K-INDIA,M0059_2554
2022-01-10,13.0267,K-INDIA,M0059_2554
2022-01-11,13.0289,K-INDIA,M0059_2554
2022-01-12,13.1884,K-INDIA,M0059_2554
2022-01-13,13.1526,K-INDIA,M0059_2554
2022-01-14,13.1319,K-INDIA,M0059_2554
2022-01-18,12.9043,K-INDIA,M0059_2554
2022-01-19,12.8126,K-INDIA,M0059_2554
2022-01-20,12.6973,K-INDIA,M0059_2554
2022-01-21,12.581,K-INDIA,M0059_2554
2022-01-24,12.1928,K-INDIA,M0059_2554
2022-01-25,12.3277,K-INDIA,M0059_2554
2022-01-26,12.3265,K-INDIA,M0059_2554
2022-01-27,12.0891,K-INDIA,M0059_2554
2022-01-28,12.1498,K-INDIA,M0059_2554
2022-01-31,12.1934,K-INDIA,M0059_2554
2022-02-01,12.3148,K-INDIA,M0059_2554
2022-02-02,12.3827,K-INDIA,M0059_2554
2022-02-03,12.1974,K-INDIA,M0059_2554
2022-02-04,12.1626,K-INDIA,M0059_2554
2022-02-07,12.0,K-INDIA,M0059_2554
2022-02-08,12.007,K-INDIA,M0059_2554
2022-02-09,12.1048,K-INDIA,M0059_2554
2022-02-10,12.1282,K-INDIA,M0059_2554
2022-02-11,11.8752,K-INDIA,M0059_2554
2022-02-14,11.4831,K-INDIA,M0059_2554
